"Run","Day","Count","EmergDate","EmergDay","prop"
"Fall",351,2.25,82.0663883198413,433,0.00155918311404284
"Fall",352,2.25,82.5332270344165,435,0.00155918311404284
"Fall",353,2.25,83.4330685867839,436,0.00155918311404284
"Fall",354,2.25,85.0002691145027,439,0.00155918311404284
"Fall",355,3.5,85.0284075247683,440,0.00242539595517775
"Fall",356,4,90.2941998627976,446,0.00277188109163171
"Fall",357,4,89.3882271148495,446,0.00277188109163171
"Fall",358,4,90.69486881883,449,0.00277188109163171
"Fall",359,4,93.1554433975833,452,0.00277188109163171
"Fall",360,4,94.8514733322933,455,0.00277188109163171
"Fall",361,4,95.8413613431893,457,0.00277188109163171
